,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,ENERGYSTARScore,Latitude,Longitude,PropertyGFATotalLog,SiteEnergyUse(kBtu)Log,TotalGHGEmissionsLog
405,BOUTIQUE,GREATER,1989,1.0,2.0,0.0,85.5,47.536898995,-122.33292035,4.991332420503515,6.403733685013542,1.7384201600546905
406,RESIDENCE,LAKE,1928,1.0,1.0,15000.0,72.0,47.62395701,-122.33082395,4.812913356642856,6.39437084379313,1.7460345786972167
407,BUREAU,LAKE,1990,1.0,5.0,66620.0,59.0,47.624904029999996,-122.3299256,5.160087193056063,6.722460498780376,1.5658022755764476
408,BOUTIQUE,NORTH,1950,1.0,2.0,0.0,97.0,47.706759815,-122.32563815,5.481173081628955,6.858047782401094,2.0875617267827398
409,BUREAU,WEST,1974,1.0,5.0,0.0,55.0,47.70744484,-122.3317118,4.936513742478893,6.941296032310531,2.4407674223782747
410,OTHER,NORTH,1969,1.0,2.0,0.0,72.0,47.70940085,-122.31938095000001,4.993608150625255,6.746592946923474,1.6729844813710066
411,BUREAU,WEST,1981,1.0,6.0,0.0,53.0,47.707324330000006,-122.3327814,4.936930746403714,6.817908159931129,1.6612443402772459
412,BOUTIQUE,DELRIDGE,1976,1.0,1.0,0.0,78.5,47.539204675,-122.3413915,4.712649701627211,6.028151470511164,1.339121209393828
413,Warehouse,DELRIDGE,1968,1.0,1.0,0.0,67.0,47.536583635,-122.33799155,5.147738141119988,6.293786828918686,1.6944349149791704
414,BUREAU,MAGQUEE,1986,1.0,5.0,62380.0,95.0,47.631120775,-122.34192045,5.18760249586422,6.470905106505102,1.7248794861548984
415,OTHER,WEST,2005,1.0,3.0,91935.0,72.0,47.70887,-122.33494,5.208948990689733,6.842834845656107,1.6926706991563691
416,SOIN,WEST,2005,1.0,3.0,0.0,72.0,47.71264986,-122.33772715,4.80556202208807,6.660672267120688,1.503985889316866
417,Warehouse,WEST,1948,1.0,2.0,0.0,72.0,47.698164840000004,-122.34292400000001,4.728126428213297,6.004640725418984,1.5430446011342096
418,Warehouse,GREATER,1980,1.0,1.0,0.0,36.5,47.52696216,-122.32926245,4.702576999963827,6.14610757754442,1.6887383190732093
419,SOIN,WEST,1961,1.0,3.0,0.0,27.5,47.704536175,-122.3326231,5.124823633318736,7.18352408490399,2.468638557906881
420,BOUTIQUE,NORTH,1965,1.0,2.0,0.0,77.0,47.708072505000004,-122.324632095,5.2269065093767635,6.813975484777606,1.953623051968157
421,RESIDENCE,LAKE,2002,1.0,5.0,113318.0,72.0,47.6344749,-122.32486615,5.401102291786067,7.653500800089072,3.0400780119143866
422,BUREAU,LAKE,2000,1.0,4.0,71385.0,89.5,47.624522185000004,-122.3314199,5.225726361917677,6.8282855458485034,1.6716080414290233
423,Warehouse,GREATER,1969,1.0,2.0,0.0,92.5,47.56093281,-122.3348282,5.020303262333797,5.99738202569623,1.3157464390211984
424,OTHER,GREATER,2000,1.0,1.0,20800.0,72.0,47.557911395000005,-122.3348996,4.7246035153967165,6.254662725104824,1.705669503584526
425,OTHER,GREATER,1973,1.0,1.0,0.0,72.0,47.5581642,-122.33159265,5.044104463907917,6.358513194586754,1.9999096696769953
426,BUREAU,GREATER,1948,1.0,1.0,0.0,87.0,47.5562105,-122.33174700000001,4.729326809646861,6.307204539087021,1.3396194368917957
427,BUREAU,GREATER,1938,1.0,1.0,0.0,59.5,47.556138239999996,-122.33321665,4.699039485894747,6.516770743547514,1.8182788494086455
428,BUREAU,MAGQUEE,2009,1.0,4.0,100176.0,98.5,47.62518351,-122.3672733,5.464155575664656,6.803720513088241,1.6620870266968133
429,Warehouse,GREATER,1957,1.0,1.0,0.0,57.5,47.564786624999996,-122.3323191,4.706137197483073,6.416338829336169,2.0262717776851007
430,REWarehouse,GREATER,1971,1.0,1.0,0.0,66.5,47.561570285,-122.3275374,4.882831793618027,6.467057977904885,1.3240612984228388
431,Warehouse,GREATER,1956,1.0,1.0,0.0,66.0,47.565775925,-122.32888605,4.9933480399232595,6.448989367159355,1.6054834675873744
432,RESIDENCE,LAKE,1904,1.0,2.0,0.0,78.5,47.661008115,-122.33569655,4.724292257762595,6.516141981648412,1.7511807805762054
